"ID","Name","RA","DEC","Obj. Type","Redshift","Host Name","Host Redshift","Reporting Group/s","Discovery Data Source/s","Classifying Group/s","Associated Group/s","Disc. Internal Name","Disc. Instrument/s","Class. Instrument/s","TNS AT","Public","End Prop. Period","Discovery Mag/Flux","Discovery Filter","Discovery Date (UT)","Sender","Remarks","Ext. catalog/s"
"54230","SN 2020cpl","05:39:53.789","+59:27:39.51","SN Ia","0.03","","","ATLAS, ZTF","ATLAS, ZTF","ZTF","ATLAS; ZTF","ATLAS20fql","ATLAS1 - ACAM1, P48 - ZTF-Cam","P60 - SEDM","1","1","","18.904","orange-ATLAS","2020-02-15 07:46:33.000","ATLAS_Bot1","",""
"54224","SN 2020cpf","13:54:15.780","+01:49:45.31","SN Ia","0.083","","","ZTF, ATLAS","ZTF, ATLAS","ZTF","ATLAS; ZTF","ZTF20aanvliy","ATLAS1 - ACAM1, P48 - ZTF-Cam","P60 - SEDM","1","1","","18.99","r-ZTF","2020-02-15 12:02:45.000","ZTF_AMPEL_NEW","",""
"54220","SN 2020cpb","17:08:19.110","+18:17:58.52","SN Ia","0.05","","","ZTF, ATLAS, GaiaAlerts, Pan-STARRS1","ZTF, ATLAS, GaiaAlerts, Pan-STARRS1","ZTF","ATLAS; GaiaAlerts; Pan-STARRS1; ZTF","ZTF20aamttmo","ATLAS1 - ACAM1, Gaia - Gaia-photometric, P48 - ZTF-Cam, PS1 - GPC1","P60 - SEDM","1","1","","19.06","g-ZTF","2020-02-12 11:24:10.000","ZTF_AMPEL_NEW","",""
"54217","SN 2020coy","12:32:06.112","-08:07:49.89","SN Ia","0.07","","","ZTF","ZTF","ZTF","ZTF","ZTF20aansmlm","P48 - ZTF-Cam","P60 - SEDM","1","1","","18.74","g-ZTF","2020-02-15 08:31:24.000","ZTF_AMPEL_NEW","",""
"54216","SN 2020cox","12:17:09.946","+03:38:00.36","SN Ia","0.07882","","","ZTF, ATLAS","ZTF, ATLAS","ZTF","ATLAS; ZTF","ZTF20aamksoq","ATLAS1 - ACAM1, P48 - ZTF-Cam","P60 - SEDM","1","1","","19.97","g-ZTF","2020-02-07 11:01:59.000","ZTF_AMPEL_COMPLETE","",""
"54212","SN 2020cot","10:35:35.646","+22:38:26.29","SN Ia","0.09815","","","ZTF, ATLAS, Pan-STARRS1","ZTF, ATLAS, Pan-STARRS1","ZTF","ATLAS; Pan-STARRS1; ZTF","ZTF20aandwrl","ATLAS1 - ACAM1, P48 - ZTF-Cam, PS1 - GPC1","P60 - SEDM","1","1","","19.7","g-ZTF","2020-02-12 10:09:20.000","ZTF_AMPEL_NEW","",""
"54208","SN 2020cop","06:01:41.206","-25:00:31.35","SN Ia","0.046642","","","ZTF, ATLAS","ZTF, ATLAS","ZTF","ATLAS; ZTF","ZTF20aamqxyi","ATLAS1 - ACAM1, P48 - ZTF-Cam","P60 - SEDM","1","1","","18.5","r-ZTF","2020-02-12 06:03:05.000","ZTF_AMPEL_NEW","",""
"54130","SN 2020clq","04:33:25.570","-04:15:56.99","SN Ia","0.015007","","","ZTF, ATLAS, GaiaAlerts","ZTF, ATLAS, GaiaAlerts","ZTF","ATLAS; GaiaAlerts; ZTF","ZTF20aamuqwn","ATLAS1 - ACAM1, Gaia - Gaia-photometric, P48 - ZTF-Cam","P60 - SEDM","1","1","","17.82","r-ZTF","2020-02-14 03:17:51.000","ZTF_AMPEL_NEW","",""
"54129","SN 2020clp","04:21:02.869","-04:54:49.52","SN Ia","0.084","","","ZTF","ZTF","ZTF","ZTF","ZTF20aamenwg","P48 - ZTF-Cam","P60 - SEDM","1","1","","19.73","r-ZTF","2020-02-08 03:02:55.000","ZTF_AMPEL_COMPLETE","",""
"54122","SN 2020cli","16:31:56.692","+14:02:39.26","SN Ia","0.05351","2MASX J16315632+1402378","0.053544","ALeRCE, ZTF, ATLAS, Pan-STARRS1","ZTF, ATLAS, Pan-STARRS1","ZTF","ATLAS; Pan-STARRS1; ZTF","ZTF20aamttni","ATLAS1 - ACAM1, P48 - ZTF-Cam, PS1 - GPC1","P60 - SEDM","1","1","","18.9862","g-ZTF","2020-02-12 11:26:47.000","ALeRCE","",""
"54114","SN 2020cla","17:43:11.580","+21:14:45.89","SN Ia","0.08","SDSS J190115.83+395737.1","0.058","ALeRCE, ATLAS, GaiaAlerts, Pan-STARRS1","ZTF, ATLAS, GaiaAlerts, Pan-STARRS1","ZTF","ATLAS; GaiaAlerts; Pan-STARRS1; ZTF","ZTF20aanafwi","ATLAS1 - ACAM1, Gaia - Gaia-photometric, P48 - ZTF-Cam, PS1 - GPC1","P60 - SEDM","1","1","","19.4471","r-ZTF","2020-02-13 12:57:41.000","ALeRCE","",""
"54112","SN 2020cky","19:42:00.905","+41:39:44.31","SN Ia","0.09","SDSS J190129.23+632120.7","0.126","ALeRCE","ZTF","ZTF","ZTF","ZTF20aanafck","P48 - ZTF-Cam","P60 - SEDM","1","1","","18.5689","r-ZTF","2020-02-13 12:41:52.000","ALeRCE","",""
"54107","SN 2020ckt","05:55:25.723","+51:56:49.92","SN Ia","0.066","WISEA J055525.62+515651.9","","ALeRCE","ZTF","Padova-Asiago","ZTF","ZTF20aamxhlg","P48 - ZTF-Cam","Ekar - AFOSC","1","1","","19.4474","r-ZTF","2020-02-13 06:47:13.000","ALeRCE","",""
"54103","SN 2020ckp","08:36:21.240","-25:31:58.55","SN Ia","0.03","WISEA J083621.44-253200.8","0.029851","ALeRCE, GaiaAlerts","ZTF, GaiaAlerts","SCAT","GaiaAlerts; ZTF","ZTF20aamwfea","Gaia - Gaia-photometric, P48 - ZTF-Cam","UH88 - SNIFS","1","1","","17.0059","r-ZTF","2020-02-13 06:01:54.000","ALeRCE","",""
"54099","SN 2020ckl","05:38:22.170","-20:35:24.47","SN Ia","0.1","","","ALeRCE, ZTF, ATLAS, GaiaAlerts","ZTF, ATLAS, GaiaAlerts","ZTF","ATLAS; GaiaAlerts; ZTF","ZTF20aamurxn","ATLAS1 - ACAM1, Gaia - Gaia-photometric, P48 - ZTF-Cam","P60 - SEDM","1","1","","19.2306","r-ZTF","2020-02-13 03:29:42.000","ALeRCE","",""
"54096","SN 2020cki","01:15:08.528","+01:30:05.71","SN Ia","0.03","SDSS J011508.02+013007.0","0.056","ALeRCE, ZTF","ZTF","ZTF","ZTF","ZTF20aamujvi","P48 - ZTF-Cam","P60 - SEDM","1","1","","19.5098","r-ZTF","2020-02-13 03:09:17.000","ALeRCE","",""
"54091","SN 2020ckd","12:36:36.600","+08:35:15.36","SN Ia","0.0497","2MASX J12363654+0835129","0.049715","ALeRCE, ZTF, ATLAS","ZTF, ATLAS","ZTF","ATLAS; ZTF","ZTF20aamkyyx","ATLAS1 - ACAM1, P48 - ZTF-Cam","P60 - SEDM","1","1","","18.4135","r-ZTF","2020-02-13 07:35:40.000","ALeRCE","",""
"54068","SN 2020cjh","07:15:13.427","+58:04:38.99","SN Ia","0.09","","","ZTF","ZTF","ZTF","ZTF","ZTF20aamerev","P48 - ZTF-Cam","P60 - SEDM","1","1","","19.39","g-ZTF","2020-02-07 04:52:56.000","ZTF_AMPEL_NEW","",""
"54023","SN 2020cho","10:43:50.732","+18:39:30.26","SN Ia","0.03023","","","ZTF, ATLAS, Pan-STARRS1","ZTF, ATLAS, Pan-STARRS1","ZTF","ATLAS; Pan-STARRS1; ZTF","ZTF20aamsjws","ATLAS1 - ACAM1, P48 - ZTF-Cam, PS1 - GPC1","P60 - SEDM","1","1","","18.54","r-ZTF","2020-02-12 07:04:08.000","ZTF_AMPEL_NEW","",""
"54022","SN 2020chn","11:21:14.547","+38:46:19.54","SN Ia","0.0864","","","ZTF, ATLAS","ZTF, ATLAS","ZTF","ATLAS; ZTF","ZTF20aamqslk","ATLAS1 - ACAM1, P48 - ZTF-Cam","P60 - SEDM","1","1","","19","g-ZTF","2020-02-12 05:43:35.000","ZTF_AMPEL_NEW","",""
"54020","SN 2020chl","11:43:06.374","+15:34:01.73","SN Ia","0.0702","","","ZTF","ZTF","ZTF","ZTF","ZTF18aaaqexr","P48 - ZTF-Cam","P60 - SEDM","1","1","","19.13","g-ZTF","2020-02-07 10:32:49.000","ZTF_AMPEL_NEW","",""
"54017","SN 2020chi","09:38:05.596","+24:00:41.44","SN Ia","0.07","","","ZTF, ATLAS, Pan-STARRS1","ZTF, ATLAS, Pan-STARRS1","ZTF","ATLAS; Pan-STARRS1; ZTF","ZTF20aamnvij","ATLAS1 - ACAM1, P48 - ZTF-Cam, PS1 - GPC1","P60 - SEDM","1","1","","19.14","g-ZTF","2020-02-12 05:08:49.000","ZTF_AMPEL_NEW","",""
"54012","SN 2020chd","00:37:40.175","+37:37:33.65","SN Ia","0.11","","","ZTF","ZTF","ZTF","ZTF","ZTF20aamovgw","P48 - ZTF-Cam","P60 - SEDM","1","1","","19.13","r-ZTF","2020-02-12 02:42:20.000","ZTF_AMPEL_NEW","",""
"54011","SN 2020chc","03:33:49.309","-19:33:44.68","SN Ia","0.07669","","","ZTF","ZTF","ZTF","ZTF","ZTF20aamizsz","P48 - ZTF-Cam","P60 - SEDM","1","1","","18.72","r-ZTF","2020-02-12 02:31:54.000","ZTF_AMPEL_NEW","",""
"53986","SN 2020cgd","03:52:06.323","+22:36:20.67","SN Ia","0.085","","","SGLF, ZTF","ZTF","ZTF","ZTF","ZTF20aamiwbp","P48 - ZTF-Cam","P200 - DBSP","1","1","","19.778","r-ZTF","2020-02-07 02:19:38.000","Perez-Fournon","",""
"53985","SN 2020cgc","08:31:27.580","+37:27:36.20","SN Ia","0.11","SDSS J083127.49+372734.3","0.100637","SGLF, ZTF, ATLAS","ZTF, ATLAS","ZTF","ATLAS; ZTF","ZTF20aammnnm","ATLAS1 - ACAM1, P48 - ZTF-Cam","P60 - SEDM","1","1","","19.521","g-ZTF","2020-02-07 05:39:54.000","Perez-Fournon","",""
"53984","SN 2020cgb","15:16:12.867","+32:39:05.53","SN Ia","0.0892","","","SGLF, ZTF","ZTF","ZTF","ZTF","ZTF20aamknxn","P48 - ZTF-Cam","P60 - SEDM","1","1","","20.014","g-ZTF","2020-02-05 11:12:08.000","Perez-Fournon","",""
"53958","SN 2020cfb","12:33:51.960","+31:18:35.32","SN Ia","0.0609","","","GaiaAlerts, ZTF, ATLAS","GaiaAlerts, ZTF, ATLAS","ZTF","ATLAS; GaiaAlerts; ZTF","Gaia20ash","ATLAS1 - ACAM1, Gaia - Gaia-photometric, P48 - ZTF-Cam","P60 - SEDM","1","1","","18.79","G-Gaia","2020-02-08 19:46:33.000","Gaia_Bot1","",""
"53921","SN 2020cdr","04:50:24.270","-61:20:49.49","SN Ia","0.019","ESO 119-13","","BOSS, GaiaAlerts","BOSS, GaiaAlerts","ePESSTO+","BOSS; GaiaAlerts","","Gaia - Gaia-photometric, Other - Other","ESO-NTT - EFOSC2-NTT","1","1","","17.3","Clear-","2020-02-09 11:42:04.000","Parker","",""
"53919","SN 2020cdp","11:09:48.684","+00:48:15.62","SN Ia","0.06297","WISEA J110948.67+004815.8","0.063022","ALeRCE, ZTF, ATLAS","ZTF, ATLAS","ZTF","ATLAS; ZTF","ZTF20aammbrw","ATLAS1 - ACAM1, P48 - ZTF-Cam","P60 - SEDM","1","1","","18.9299","g-ZTF","2020-02-09 06:34:09.000","ALeRCE","",""
"53916","SN 2020cdm","12:35:01.293","-05:29:18.87","SN Ia","0.023","","","ATLAS, Pan-STARRS1","ATLAS, Pan-STARRS1","UCSC","ATLAS; Pan-STARRS1","ATLAS20fpl","ATLAS1 - ACAM1, PS1 - GPC1","Lick-3m - KAST","1","1","","17.91","orange-ATLAS","2020-02-09 12:17:16.000","ATLAS_Bot1","",""
"53914","SN 2020cdk","13:48:06.122","-13:49:17.36","SN Ia","0.03823","","","ZTF, ATLAS","ZTF, ATLAS","ZTF","ATLAS; ZTF","ZTF20aammgop","ATLAS1 - ACAM1, P48 - ZTF-Cam","P60 - SEDM","1","1","","17.71","r-ZTF","2020-02-09 11:35:57.000","ZTF_AMPEL_NEW","",""
"53913","SN 2020cdj","17:56:11.710","+62:45:25.45","SN Ia","0.015","","","ZTF, ATLAS, GaiaAlerts, Pan-STARRS1","ZTF, ATLAS, GaiaAlerts, Pan-STARRS1","UCSC, ZTF","ATLAS; GaiaAlerts; Pan-STARRS1; ZTF","ZTF20aammhli","ATLAS1 - ACAM1, Gaia - Gaia-photometric, P48 - ZTF-Cam, PS1 - GPC1","Lick-3m - KAST, P60 - SEDM","1","1","","19.42","r-ZTF","2020-02-08 13:09:14.000","ZTF_AMPEL_NEW","",""
"53912","SN 2020cdi","11:38:39.370","+67:35:22.78","SN Ia","0.075","","","ZTF, ATLAS, GaiaAlerts, Pan-STARRS1","ZTF, ATLAS, GaiaAlerts, Pan-STARRS1","ZTF","ATLAS; GaiaAlerts; Pan-STARRS1; ZTF","ZTF20aamgdkb","ATLAS1 - ACAM1, Gaia - Gaia-photometric, P48 - ZTF-Cam, PS1 - GPC1","P60 - SEDM","1","1","","19.66","g-ZTF","2020-02-07 11:09:42.000","ZTF_AMPEL_NEW","",""
"53890","SN 2020ccm","11:27:31.600","-45:17:57.14","SN Ia","0.077","","","ATLAS, MASTER","ATLAS, MASTER","ePESSTO+","ATLAS; MASTER","ATLAS20fpe","ATLAS1 - ACAM1, Other - Other","ESO-NTT - EFOSC2-NTT","1","1","","18.673","orange-ATLAS","2020-02-04 11:29:45.000","ATLAS_Bot1","",""
"53866","SN 2020cbo","14:20:33.223","-33:19:43.05","SN Ia","0.04","","","ATLAS","ATLAS","ePESSTO+","ATLAS","ATLAS20fns","ATLAS1 - ACAM1","ESO-NTT - EFOSC2-NTT","1","1","","18.152","orange-ATLAS","2020-02-08 12:47:31.000","ATLAS_Bot1","",""
"53857","SN 2020cbf","15:22:51.938","+38:26:58.58","SN Ia","0.04","2MASX J15225234+3826552","0.04013","ALeRCE, ZTF, ATLAS, Pan-STARRS1","ZTF, ATLAS, Pan-STARRS1","ZTF","ATLAS; Pan-STARRS1; ZTF","ZTF18aaybfsd","ATLAS1 - ACAM1, P48 - ZTF-Cam, PS1 - GPC1","LT - SPRAT","1","1","","18.6683","g-ZTF","2020-02-08 10:53:56.000","ALeRCE","",""
"53820","SN 2020bzv","10:33:29.916","+49:19:02.06","SN Ia","0.0439","CGCG 240-054 NED01","0.043965","ALeRCE, ZTF, ATLAS","ZTF, ATLAS","ZTF","ATLAS; ZTF","ZTF20aambbfn","ATLAS1 - ACAM1, P48 - ZTF-Cam","LT - SPRAT","1","1","","19.6111","g-ZTF","2020-02-07 05:48:39.000","ALeRCE","",""
"53805","SN 2020bzg","18:07:59.998","+32:52:40.97","SN Ia","0.07","","","ZTF, ATLAS, Pan-STARRS1","ZTF, ATLAS, Pan-STARRS1","ZTF","ATLAS; Pan-STARRS1; ZTF","ZTF20aamhocj","ATLAS1 - ACAM1, P48 - ZTF-Cam, PS1 - GPC1","P60 - SEDM","1","1","","17.91","g-ZTF","2020-02-07 11:38:00.000","ZTF_AMPEL_NEW","",""
"53802","SN 2020bzd","16:34:01.463","+62:49:25.37","SN Ia","0.11","","","ZTF, ATLAS","ZTF, ATLAS","ZTF","ATLAS; ZTF","ZTF20aamdyal","ATLAS1 - ACAM1, P48 - ZTF-Cam","P60 - SEDM","1","1","","19.42","g-ZTF","2020-02-07 11:44:45.000","ZTF_AMPEL_NEW","",""
"53801","SN 2020bzc","11:22:06.410","+17:45:42.90","SN Ia","0.086","","","ZTF, ATLAS","ZTF, ATLAS","ZTF","ATLAS; ZTF","ZTF20aamdqiz","ATLAS1 - ACAM1, P48 - ZTF-Cam","P60 - SEDM","1","1","","19.44","r-ZTF","2020-02-07 07:27:25.000","ZTF_AMPEL_NEW","",""
"53800","SN 2020bzb","11:23:30.091","+29:13:47.26","SN Ia","0.0726","","","ZTF, ATLAS, Pan-STARRS1","ZTF, ATLAS, Pan-STARRS1","ZTF","ATLAS; Pan-STARRS1; ZTF","ZTF20aamaqak","ATLAS1 - ACAM1, P48 - ZTF-Cam, PS1 - GPC1","P60 - SEDM","1","1","","19.78","r-ZTF","2020-02-04 12:07:48.000","ZTF_AMPEL_NEW","",""
"53773","SN 2020byb","17:26:01.357","+34:37:38.51","SN Ia","0.08","","","ZTF, ATLAS","ZTF, ATLAS","ZTF","ATLAS; ZTF","ZTF18aarvjhs","ATLAS1 - ACAM1, P48 - ZTF-Cam","P60 - SEDM","1","1","","18.97","g-ZTF","2020-02-06 11:12:50.000","ZTF_AMPEL_NEW","",""
"53760","SN 2020bxp","14:48:28.931","-05:18:14.99","SN Ia","0.03","","","ZTF, ATLAS, Pan-STARRS1","ZTF, ATLAS, Pan-STARRS1","ZTF","ATLAS; Pan-STARRS1; ZTF","ZTF20aalrksw","ATLAS1 - ACAM1, P48 - ZTF-Cam, PS1 - GPC1","LT - SPRAT","1","1","","20.1","g-ZTF","2020-02-02 12:04:40.000","ZTF_AMPEL_NEW","",""
"53748","SN 2020bxd","09:16:07.545","-08:58:07.89","SN Ia","0.06","","","ZTF, ATLAS","ZTF, ATLAS","ZTF","ATLAS; ZTF","ZTF20aamcvyp","ATLAS1 - ACAM1, P48 - ZTF-Cam","LT - SPRAT","1","1","","19.45","g-ZTF","2020-02-02 05:58:44.000","ZTF_AMPEL_NEW","",""
"53686","SN 2020buy","13:04:10.469","-04:32:03.97","SN Ia","0.09","","","ATLAS, Pan-STARRS1","ATLAS, Pan-STARRS1","SCAT","ATLAS; Pan-STARRS1","ATLAS20fay","ATLAS1 - ACAM1, PS1 - GPC1","UH88 - SNIFS","1","1","","18.684","cyan-ATLAS","2020-02-03 12:54:43.000","ATLAS_Bot1","",""
"53683","SN 2020buv","14:15:58.443","+68:17:51.38","SN Ia","0.08","","","ZTF","ZTF","ZTF","ZTF","ZTF20aaljgcp","P48 - ZTF-Cam","P60 - SEDM","1","1","","19.39","g-ZTF","2020-02-04 11:47:13.000","ZTF_AMPEL_NEW","",""
"53678","SN 2020buq","11:42:42.713","+07:51:05.13","SN Ia","0.0864","","","ZTF, ATLAS","ZTF, ATLAS","ZTF, ePESSTO+","ATLAS; ZTF","ZTF20aalyeut","ATLAS1 - ACAM1, P48 - ZTF-Cam","ESO-NTT - EFOSC2-NTT, P60 - SEDM","1","1","","19.85","g-ZTF","2020-01-31 11:06:38.000","ZTF_AMPEL_NEW","",""
"53662","SN 2020bua","10:12:29.992","+41:46:41.79","SN Ia","0.07","","","ZTF, ATLAS","ZTF, ATLAS","ZTF","ATLAS; ZTF","ZTF20aajbsxt","ATLAS1 - ACAM1, P48 - ZTF-Cam","LT - SPRAT","1","1","","21.03","g-ZTF","2020-01-26 08:57:07.000","ZTF_TESS","",""
"53657","SN 2020btv","08:41:12.740","+68:42:25.49","SN Ia","0.04","WISEA J084113.49+684227.3","","ALeRCE, ATLAS, ZTF, GaiaAlerts, Pan-STARRS1","ZTF, ATLAS, GaiaAlerts, Pan-STARRS1","ZTF","ATLAS; GaiaAlerts; Pan-STARRS1; ZTF","ZTF20aajjxwc","ATLAS1 - ACAM1, Gaia - Gaia-photometric, P48 - ZTF-Cam, PS1 - GPC1","P60 - SEDM","1","1","","18.6019","r-ZTF","2020-02-03 04:10:45.000","ALeRCE","",""
